상권_코드_명,시도명,시군구명,행정동명,위도,경도
인헌시장,서울,관악구,인헌동,37.4744954,126.9657681
종암로21길,서울,성북구,종암동,37.60098751,127.0318324
용마산로94길,서울,중랑구,면목3.8동,37.5882194,127.0988436
중랑천로10길,서울,중랑구,면목2동,37.59156195,127.0744814
길음로7길,서울,성북구,길음1동,37.60389978,127.0228872
돌곶이로14길,서울,성북구,석관동,37.60838175,127.0618024
돌곶이로22길,서울,성북구,석관동,37.61022088,127.0596408
연서로17길,서울,은평구,갈현2동,37.6135207,126.9146123
신사동 가로수길,서울,강남구,신사동,37.52142232,127.024061
오목교역,서울,양천구,목1동,37.52525101,126.8750505
서울 강동구 둔촌동역,서울,강동구,성내3동,37.52613253,127.1344878
압구정 로데오거리_1,서울,강남구,청담동,37.52530933,127.0428528
서울 영등포구 영등포구청역,서울,영등포구,당산1동,37.52600246,126.8975279
서울 강남구 압구정역,서울,강남구,압구정동,37.52507889,127.0305784
서울 종로구 종로3가역_3,서울,종로구,종로1.2.3.4가동,37.57373661,126.9939211
서울 종로구 경복궁역_1,서울,종로구,사직동,37.57684164,126.9710193
서울 종로구 안국역_1,서울,종로구,가회동,37.57829506,126.9868226
서울 종로구 안국역_2,서울,종로구,삼청동,37.57746584,126.9843096
서울 종로구 경복궁역_2,서울,종로구,사직동,37.57744578,126.9730229
서울 동대문구 청량리역,서울,동대문구,전농1동,37.58070116,127.0468583
디지털미디어시티,서울,마포구,상암동,37.58034393,126.8900721
혜화역 대학로_1,서울,종로구,이화동,37.58233221,127.003136
신원시장,서울,관악구,신원동,37.4826411,126.9272324
동진시장,서울,마포구,연남동,37.56232549,126.9268041
마포농수산물시장,서울,마포구,성산2동,37.56363623,126.8964351
인왕시장,서울,서대문구,홍제3동,37.59089607,126.9432733
포방터시장,서울,서대문구,홍은1동,37.59892649,126.9489405
모래내시장,서울,서대문구,남가좌1동,37.57078728,126.9154648
백련시장,서울,서대문구,남가좌2동,37.57697333,126.9231105
공덕시장,서울,마포구,아현동,37.54453507,126.9529041
마포시장,서울,마포구,아현동,37.54515689,126.9532206
아현시장,서울,마포구,아현동,37.55655516,126.9548771
신수시장,서울,마포구,신수동,37.54525656,126.9353302
서교시장,서울,마포구,서교동,37.55339323,126.9215391
영진시장,서울,마포구,서교동,37.55342317,126.9128476
합정시장,서울,마포구,합정동,37.54824271,126.9132157
망원시장,서울,마포구,망원1동,37.55630116,126.9060651
청파로47나길,서울,용산구,청파동,37.54713501,126.9680094
청파로71길,서울,용산구,청파동,37.54948635,126.9670465
청파로73길,서울,용산구,청파동,37.55208129,126.9672944
자양로15길,서울,광진구,자양1동,37.53583083,127.0813051
한림말3길,서울,성동구,옥수동,37.54302066,127.0162151
한림말길,서울,성동구,옥수동,37.54093971,127.0133519
광나루로12길,서울,광진구,화양동,37.54725449,127.0687227
압구정 로데오거리_2,서울,강남구,압구정동,37.52611314,127.0371968
국회의사당역_1,서울,영등포구,여의동,37.52745057,126.9173238
서울 용산구 신용산역,서울,용산구,한강로동,37.52979118,126.9696234
국회의사당역_2,서울,영등포구,여의동,37.52925456,126.9202068
용산 전자상가_1,서울,용산구,한강로동,37.5296713,126.960369
용산구청,서울,용산구,이태원1동,37.53238056,126.9902814
용산 전자상가_2,서울,용산구,한강로동,37.53308783,126.9659224
목동사거리,서울,양천구,목4동,37.53249195,126.8640752
한남오거리,서울,용산구,한남동,37.53313763,127.006234
혜화역 대학로_2,서울,종로구,혜화동,37.5838369,126.9986867
혜화역 대학로_3,서울,종로구,혜화동,37.58298998,127.0002604
서울 성북구 안암역,서울,성북구,안암동,37.58582438,127.0296408
경희대학교,서울,동대문구,회기동,37.59237579,127.0521874
서울 성북구 성신여대입구역,서울,성북구,동선동,37.5912958,127.0177314
미아사거리_1,서울,성북구,월곡1동,37.60729497,127.0297966
서울 중구 을지로3가역_1,서울,중구,을지로동,37.56542933,126.9921674
동대문역사문화공원역,서울,중구,광희동,37.56562771,127.0048218
서울 강동구 천호역_1,서울,강동구,성내2동,37.53722416,127.1260331
망원월드컵시장,서울,마포구,망원2동,37.55812966,126.9054063
신월7동골목시장,서울,양천구,신월7동,37.52289279,126.8332211
신정제일시장,서울,양천구,신정1동,37.52091148,126.8543339
신정2동골목시장,서울,양천구,신정2동,37.521153,126.8765279
신정3동골목시장,서울,양천구,신정3동,37.51872039,126.8530034
목2동시장,서울,양천구,목2동,37.54628747,126.8732727
목3동시장,서울,양천구,목3동,37.54861182,126.86494
동묘시장,서울,종로구,숭인2동,37.57248292,127.0186213
창동신창시장,서울,도봉구,창2동,37.63970144,127.0370041
창동골목시장,서울,도봉구,창3동,37.63856549,127.0391789
신도봉시장,서울,도봉구,도봉1동,37.67027023,127.0416099
연서로21길,서울,은평구,갈현2동,37.61527834,126.9155957
연서로27길,서울,은평구,갈현2동,37.61788319,126.9169973
연서로28길,서울,은평구,대조동,37.61621043,126.9214958
연서로29길,서울,은평구,갈현1동,37.6205055,126.9176174
연서로33길,서울,은평구,불광2동,37.62187951,126.9243556
증산로21길,서울,은평구,신사1동,37.59641835,126.9124691
퇴계로56길,서울,중구,장충동,37.56239313,127.004833
서울 용산구 이태원역,서울,용산구,이태원1동,37.5339666,126.994705
용산 전자상가_3,서울,용산구,원효로2동,37.53299502,126.9575614
서울 광진구 강변역,서울,광진구,구의3동,37.53578381,127.0959458
당산역_1,서울,영등포구,양평2동,37.53440144,126.8994398
용산 전자상가_4,서울,용산구,원효로1동,37.53514921,126.9598344
용산 전자상가_5,서울,용산구,원효로1동,37.53464617,126.9645866
서울 강동구 길동역,서울,강동구,길동,37.53603024,127.1381941
도산공원사거리_1,서울,강남구,압구정동,37.5206458,127.0311535
